gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
2868,Vlackfontein 902,South Africa,,-25.34167,27.01944,"Nickel, Chromium",Igneous,,,,,
2869,Nkomati,South Africa,,-25.6666,30.5,"Nickel, Chromium, Copper, PGE",Igneous,,,,,
2870,Insizwa,South Africa,,-30.95,29.3,"Nickel, Copper, Gold, Silver",Igneous,,,,,
2871,Boschkoppie 104 Jq,South Africa,,-25.45,27.13333,PGE,Igneous,,,,,
2872,Crocodile River,South Africa,,-25.5,27.4917,PGE,Igneous,,,,,
2873,Der Brochen 7 Jt,South Africa,,-25.06667,30.11667,PGE,Igneous,,,,,
2874,Eastern (Lonmin),South Africa,,-26.05,23.6667,PGE,Igneous,,,,,
2875,Eland,South Africa,,-24.78333,27.28333,PGE,Igneous,,,,,
2876,Elandsfontein 386 Kq,South Africa,,-25.46667,27.1,PGE,Igneous,,,,,
2877,Helena 6 Jt,South Africa,,-24.36667,30,PGE,Igneous,,,,,
2878,Karee,South Africa,,-25.6833,27.45,PGE,Surficial,,,,,
2879,Kennedy's Vale,South Africa,,-24.8292,30.0986,PGE,Igneous,,,,,
2880,"Maandagshoek (Driekop, Onverwacht)",South Africa,,-24.525,30.1792,PGE,Igneous,,,,,
2881,Winterveld 293 Kt,South Africa,,-24.18333,30.16667,PGE,Igneous,,,,,
2882,Zeekoegat No. 421 Ks,South Africa,,-24.26667,29.83333,PGE,Igneous,,,,,
2883,Driekop,South Africa,,-24.58167,30.17778,"PGE,",Igneous,,,,,
2884,"Rustenburg (Amplats, Union Section, Amandelbult Section, RPM)",South Africa,,-25.66667,27.33333,"PGE, Gold, Nickel, Copper",Igneous,,,,,
2885,Western Bushveld,South Africa,,-25.70333,27.44611,"PGE, Chromium, Gold, Nickel",Igneous,,,,,
2886,Drenthe 778,South Africa,,-23.91667,28.88333,"PGE, Chromium, Nickel, Copper, Gold",Igneous,,,,,
2887,Mooihoek,South Africa,,-24.62917,30.15833,"PGE, Copper",Igneous,,,,,
2888,Onverwacht,South Africa,,-24.68167,30.16861,"PGE, Copper",Igneous,,,,,
2889,Bafokeng South,South Africa,,-25.5,27.25,"PGE, Copper, Nickel",Igneous,,,,,
2890,Blaavwbank,South Africa,,-25.41667,29.25,"PGE, Copper, Nickel",Igneous,,,,,
2891,"Pp Rust (Potgietersrus, Pots Plat, Sandsloot Pit, Zwartfontein Pits, Tweefontein Pits, Platreef Pit, Sterkwater, Sandfontein)",South Africa,,-24.025,28.8208,"PGE, Copper, Nickel, Gold",Igneous,,,,,
2892,Vaalkop - Zwartfontein Section,South Africa,,-24,28.85444,"PGE, Copper, Nickel, Gold",Igneous,,,,,
2893,Forest Hill 117 Kt,South Africa,,-24.46667,30.1,"PGE, Gold",Unclassified,,,,,
2894,Impala,South Africa,,-25.55,27.21667,"PGE, Gold, Copper, Nickel",Igneous,,,,,
2895,Western Platinum,South Africa,,-25.68333,27.53333,"PGE, Gold, Copper, Nickel",Igneous,,,,,
2896,Amandelbult,South Africa,,-24.78333,27.28333,"PGE, Nickel, Copper",Igneous,,,,,
2897,"Atok (Lebowa, Leplats, Middelpunk Hill, Lobewa)",South Africa,,-24.32167,29.84139,"PGE, Nickel, Copper",Igneous,,,,,
2898,Eastern Bushveld Sector: Merensky Reef,South Africa,,-24.29167,29.875,"PGE, Nickel, Copper, Cobalt, Gold",Igneous,,,,,
2899,Platreef,South Africa,,-24,28.83333,"PGE, Nickel, Copper, Gold",Igneous,,,,,
2900,Merensky Reef,South Africa,,-24.5,28.5,"PGE, Nickel, Copper, Gold, Chromium, Molybdenum, Lead",Igneous,,,,,
2901,Northam,South Africa,,-24.825,27.3431,"PGE, Vanadium",Igneous,,,,,
2902,Langebaan Area,South Africa,,-32.91,18.11667,Phosphate,Sedimentary,,,,,
2903,"Phalaborwa (Palabora, Foskor)",South Africa,,-24,31.13333,"Phosphate, Copper, Vermiculite, Iron, Uranium, Zirconium, Gold, Silver",Igneous,,,,,
2904,Schiel (Venda),South Africa,,-23.16667,30.4,"Phosphate, Iron, Vermiculite",Igneous,,,,,
2905,Glenover,South Africa,,-23.86667,27.13333,"Phosphate, Vermiculite",Igneous,,,,,
2906,Steenkampskraal,South Africa,,-30.9667,18.6167,"REE, Copper, Zirconium, Uranium",Igneous,,,,,
2907,"Rooiberg (Leeuwpoort, Zanitplaats)",South Africa,,-24.78333,27.73333,"Tin, Copper",Hydrothermal,,,,,
2908,Union Tin,South Africa,,-24.48333,28.51667,"Tin, Iron, Copper, Lead",Igneous,,,,,
2909,Zaaiplaats,South Africa,,-24.05,28.75,"Tin, Zinc, Tungsten, Copper",Hydrothermal,,,,,
2910,Brand-Se-Baai (Namakwa),South Africa,,-31.25,17.83333,"Titanium, Zirconium, Iron",Surficial,,,,,
2911,Namaqua Sands,South Africa,,-31.25,17.83333,"Titanium, Zirconium, Iron",Surficial,,,,,
2912,Cape Morgan,South Africa,,-32.7,28.36667,"Titanium, Zirconium, Iron, REE",Surficial,,,,,
2913,Richards Bay,South Africa,,-28.83333,31.8,"Titanium, Zirconium, REE",Surficial,,,,,
2914,"Umgababa (Umkomaas, Usipingo)",South Africa,,-30.13333,30.85,"Titanium, Zirconium, REE, Iron",Surficial,,,,,
2915,Orange River Belt West,South Africa,,-28.93333,17.88333,Tungsten,Unclassified,,,,,
2916,Wallekraal,South Africa,,-28.33333,16.86944,Tungsten,Hydrothermal,,,,,
2917,Wolfram Schist Belt,South Africa,,-29.58333,17.83333,Tungsten,Unclassified,,,,,
2918,Orange River Belt East,South Africa,,-28.53333,20.5,"Tungsten, Tin",Unclassified,,,,,
2919,Afrikander Lease Ltd.,South Africa,,-26.88333,26.5,"Uranium, Gold",Surficial,,,,,
2920,Oryx (Beisa),South Africa,,-28.2167,26.7042,"Uranium, Gold, Silver",Surficial,,,,,
2921,Brits,South Africa,,-25.65,27.7833,"Vanadium, Iron, Titanium",Igneous,,,,,
2922,Maranda,South Africa,,-24.01,30.42,"Zinc, Copper, Silver, Gold",Hydrothermal,,,,,
2923,Gamsberg (Aggeneys Dsitrict),South Africa,,-29.25,18.9667,"Zinc, Lead",Hydrothermal,,,,,
2924,Pering,South Africa,,-27.4333,24.2667,"Zinc, Lead",Hydrothermal,,,,,
2925,Bien Venue,South Africa,,-25.68,31.01,"Zinc, Lead, Copper, Silver, Gold",Hydrothermal,,,,,
2926,Aggeneys #3,South Africa,,-29.05,18.85,"Zinc, Lead, Silver",Hydrothermal,,,,,
2927,North Natal Coast,South Africa,,-28.7,32.16667,Zirconium,Surficial,,,,,
2928,Umbababa,South Africa,,-30.13333,30.85,Zirconium,Surficial,,,,,
2929,West Cape Coast,South Africa,,-30.6,17.6,"Zirconium, Titanium",Surficial,,,,,
2930,Ingessana Hills (Nile Mining Operation),Sudan,,11.28333,34,"Chromium, Asbestos, Magnesium",Igneous,,,,,
2931,Kreiter,Sudan,,11.4517,33.9667,"Chromium, Asbestos, Magnesium",Igneous,,,,,
2932,Hofrat En Nahas,Sudan,,9.75,24.3167,Copper,Hydrothermal,,,,,
2933,Aberketieb (Abirkateib),Sudan,,15.65,32.5333,"Gold, Copper",Hydrothermal,,,,,
2934,"Gebeit (Gabeit, Gabait)",Sudan,,21.0667,36.3167,"Gold, Copper",Hydrothermal,,,,,
2935,Hassai (Ariab),Sudan,,15.65,32.5333,"Gold, Copper, Zinc, Lead, Silver",Hydrothermal,,,,,
2936,Havelock,Swaziland,,-25.9333,31.1333,Asbestos,Metamorphic,,,,,
2937,Gege,Swaziland,,-27.0333,31.0167,Iron,Sedimentary,,,,,
2938,"Ngwenya (Ngwenye, Bomvu Ridge, Bomwu Ridge)",Swaziland,,-26.25,31,Iron,Sedimentary,,,,,
2939,Dwaleni,Swaziland,,-26.6161,31.3661,Tin,Unclassified,,,,,
2940,Forbes Reef,Swaziland,,-26.1831,31.1,Tin,Unclassified,,,,,
2941,Eastern A and B (Sawwaneh),Syria,,34.71667,36.7,Phosphate,Sedimentary,,,,,
2942,Pugu Hills,Tanzania,,-6.8333,39.2833,Clay,Surficial,,,,,
2943,Panda Hill,Tanzania,,-8.9875,33.2375,Columbium (Niobium),Igneous,,,,,
2944,Kabanga,Tanzania,,-1.5,31,"Copper, Nickel",Unclassified,,,,,
2945,Alamasi,Tanzania,,-3.51667,33.60833,Diamond,Igneous,,,,,
2946,Mwadui (Williamson),Tanzania,,-3.49167,33.66194,Diamond,Igneous,,,,,
2947,Merelani,Tanzania,,-3.56667,37.03333,"Gem, Graphite",Igneous,,,,,
2948,Bulyanhulu,Tanzania,,-3.8,32.6,Gold,Hydrothermal,,,,,
2949,Buck Reef,Tanzania,,-3.13333,32.08333,"Gold, Molybdenum",Hydrothermal,,,,,
2950,Uruwira,Tanzania,,-6.33333,31.25,"Gold, Silver",Surficial,,,,,
2951,Chambogo,Tanzania,,-4.06667,37.73333,Magnesium,Igneous,,,,,
2952,Lugalla Hill,Tanzania,,-6.75,37.72,Magnesium,Unclassified,,,,,
2953,Gelai,Tanzania,,-2.63,36.02,"Magnesium, Gem (peridot)",Igneous,,,,,
2954,Merkerstein Hill Deposit,Tanzania,,-2.7281,36.5,"Magnesium, Gem (ruby)",Metamorphic,,,,,
2955,Minjingu,Tanzania,,-3.6667,35.99861,Phosphate,Sedimentary,,,,,
2956,Wigu Hill,Tanzania,,-7.1833,37.3,"REE, Phosphate, Zinc",Igneous,,,,,
2957,Lake Natron,Tanzania,,-2.35,36.1667,Soda ash,Sedimentary,,,,,
2958,"Kaborishoke (Kwerya, Kyerwa)",Tanzania,,-1.3667,30.7944,"Tin, Tungsten",Hydrothermal,,,,,
2959,Liganga (Ligangu),Tanzania,,-9.9,34.93,"Titanium, Iron, Vanadium",Igneous,,,,,
2960,"Sanyang (Batukunku, Kartung)",The Gambia,,13.25,-16.8,"Titanium, Zirconium",Surficial,,,,,
2961,Mt. Ahito,Togo,,7.2583,-0.9333,Chromium,Igneous,,,,,
2962,Hahotoe-Kpogame,Togo,,6.3667,1.3833,Phosphate,Sedimentary,,,,,
2963,Djebel Oust,Tunisia,,26.5833,10.4583,Fluorspar,Hydrothermal,,,,,
2964,Djebel Sta,Tunisia,,26.5833,10.4583,Fluorspar,Hydrothermal,,,,,
2965,Hammam Zriba,Tunisia,,36.4,10.1333,Fluorspar,Hydrothermal,,,,,
2966,Zariba,Tunisia,,36.4,10.15,Fluorspar,Hydrothermal,,,,,
2967,Djerissa,Tunisia,,35.8336,8.6333,Iron,Sedimentary,,,,,
2968,Douaria,Tunisia,,36.8167,8.6833,Iron,Unclassified,,,,,
2969,Tamera,Tunisia,,36.8167,8.6833,Iron,Sedimentary,,,,,
2970,Bechateur,Tunisia,,37.31667,9.75,Lead,Hydrothermal,,,,,
2971,Bou Jabeur,Tunisia,,36.5167,8.3167,Lead,Hydrothermal,,,,,
2972,Bougrine,Tunisia,,36.5003,8.5003,Lead,Hydrothermal,,,,,
2973,Djebel El Adjered,Tunisia,,35.45,8.5667,Lead,Hydrothermal,,,,,
2974,Djebel Lazered,Tunisia,,34,9,Lead,Hydrothermal,,,,,
2975,El Grefa,Tunisia,,37.0417,9.2167,Lead,Hydrothermal,,,,,
2976,Fedj El Adhoum El Krib,Tunisia,,36.375,9.1167,Lead,Hydrothermal,,,,,
2977,Khanquet Kef Tout,Tunisia,,34,9,Lead,Hydrothermal,,,,,
2978,Megrine,Tunisia,,36.6667,10.0833,Lead,Hydrothermal,,,,,
2979,Usine De Megrine,Tunisia,,36.6667,10.0833,Lead,Hydrothermal,,,,,
2980,Boujabeur,Tunisia,,35.88333,8.31667,"Lead, Zinc",Hydrothermal,,,,,
2981,Djebel Hallouf,Tunisia,,36.73333,8.91667,"Lead, Zinc",Hydrothermal,,,,,
2982,Fedjel,Tunisia,,34,9,"Lead, Zinc",Hydrothermal,,,,,
2983,Sidi Bou Aouane,Tunisia,,36.7,9.08333,"Lead, Zinc",Hydrothermal,,,,,
2984,Sidi Driss,Tunisia,,34,9,"Lead, Zinc",Hydrothermal,,,,,
2985,Kef Eddour,Tunisia,,34.15,8.4167,Phosphate,Sedimentary,,,,,
2986,Kef Eschfair,Tunisia,,34.3833,8.4667,Phosphate,Sedimentary,,,,,
2987,M'Dilla,Tunisia,,34.3,8.7667,Phosphate,Sedimentary,,,,,
2988,Metlaoui,Tunisia,,34.3167,8.4167,Phosphate,Sedimentary,,,,,
2989,Moulares (Moulanes),Tunisia,,34.4833,8.2667,Phosphate,Sedimentary,,,,,
2990,M'Rata,Tunisia,,34.4833,8.2667,Phosphate,Sedimentary,,,,,
2991,Oum El Khecheb,Tunisia,,34.15,8.4167,Phosphate,Sedimentary,,,,,
2992,Redeyef,Tunisia,,34.3667,8.4167,Phosphate,Sedimentary,,,,,
2993,Sra Ouertane (Kef),Tunisia,,36.5003,9.5003,Phosphate,Sedimentary,,,,,
2994,Kalaa Khasba,Tunisia,,35.68333,8.58333,"Phosphate, Fluorspar",Unclassified,,,,,
2995,Sehib,Tunisia,,34.20444,8.69028,"Phosphate, Fluorspar",Unclassified,,,,,
2996,Fedj Assene,Tunisia,,36.5167,8.5333,"Zinc, Lead",Hydrothermal,,,,,
2997,"Bigadic District (Acep, Ankara, Begendikler, Salmanli, others)",Turkey,,39.46667,28.18333,Boron,Sedimentary,,,,,
2998,"Emet (Derekoy, Espey, Goktepe, Hamamkoy, Hisarcik, Killik)",Turkey,,39.26667,29.3,Boron,Sedimentary,,,,,
2999,Kestelek,Turkey,,39.66667,28.75,Boron,Sedimentary,,,,,
3000,Kirka,Turkey,,39.33333,30.5,Boron,Sedimentary,,,,,
3001,Guleman Mining Area (Bati Kef and Kefdag),Turkey,,38.41667,39.9,Chromium,Igneous,,,,,
3002,Kopdag Mining Area,Turkey,,40.01667,40.46667,Chromium,Igneous,,,,,
3003,Koycegiz,Turkey,,36.95,28.6667,Chromium,Igneous,,,,,
3004,Derekoy,Turkey,,41.91667,27.31667,Copper,Hydrothermal,,,,,
3005,G??zelyayla,Turkey,,40.83333,39.61667,Copper,Hydrothermal,,,,,
3006,G?¨m?¨shane,Turkey,,40.4511,39.4162,"Copper, Gold",Hydrothermal,,,,,
3007,Murgul,Turkey,,41.25,41.55,"Copper, Gold",Hydrothermal,,,,,
3008,Efemcukuru,Turkey,,38.2833,26.9666,Gold,Hydrothermal,,,,,
3009,Kaymaz,Turkey,,40.923,30.268,Gold,Hydrothermal,,,,,
3010,Kisladag,Turkey,,38.48333,29.15,Gold,Hydrothermal,,,,,
3011,Kucukdere,Turkey,,39.55,27.13333,Gold,Hydrothermal,,,,,
3012,Ovacik,Turkey,,39.36666,27.13333,Gold,Hydrothermal,,,,,
3013,Bing??l and Bitlis Area,Turkey,,38.75,40.5,"Phosphate, Iron",Hydrothermal,,,,,
3014,Mazidagi,Turkey,,37.51667,40.5,"Phosphate, Uranium, Aluminum, Iron",Sedimentary,,,,,
3015,Beypazari (Baypazari),Turkey,,40.16667,31.93333,Soda ash,Sedimentary,,,,,
3016,Cayelli,Turkey,,41.0667,40.8,"Zinc, Copper",Hydrothermal,,,,,
3017,Cerateppe,Turkey,,41.18,41.81,"Zinc, Copper, Silver",Hydrothermal,,,,,
3018,Nakiloro,Uganda,,2.55,30.83333,Chromium,Igneous,,,,,
3019,Jinja,Uganda,,0.45,33.2333,Copper,Hydrothermal,,,,,
3020,Kilembe,Uganda,,0.2333,30.0167,"Copper, Cobalt",Hydrothermal,,,,,
3021,Gamba Hill Nampeyo,Uganda,,0.5833,32.9167,"Lithium, Tantalum, Columbium (Niobium)",Igneous,,,,,
3022,Sukulu Hills,Uganda,,0.6833,32.15,"Phosphate, Columbium (Niobium), Iron, Zirconium, Limestone",Igneous,,,,,
3023,Bukusu,Uganda,,0.8833,34.25,"Phosphate, Copper, Barite, Strontium, Fluorspar",Igneous,,,,,
3024,"Nyamalilo (Nyamulilo, Mpororo, Ruhiza, Rushunga, Nyamuliro, Bjordal)",Uganda,,-1.24,29.86667,Tungsten,Igneous,,,,,
3025,Bou Craa,Western Sahara,,26.35,-12.85,Phosphate,Sedimentary,,,,,
3026,Jabali,Yemen,,15.6167,44.6,"Zinc, Lead, Silver",Hydrothermal,,,,,
3027,Bwana Mkubwa,Zambia,,-13.0228,28.6911,Copper,Hydrothermal,,,,,
3028,Chambishi,Zambia,,-12.6556,28.0458,Copper,Hydrothermal,,,,,
3029,Chimiwungo,Zambia,,-12.2833,25.8833,Copper,Hydrothermal,,,,,
3030,Hippo,Zambia,,-14.67,26.4,Copper,Hydrothermal,,,,,
3031,Kalengwa,Zambia,,-13.43,24.93,Copper,Hydrothermal,,,,,
3032,Kansanshi,Zambia,,-12.1,26.4667,Copper,Hydrothermal,,,,,
3033,Konkola,Zambia,,-12.3,27.75,Copper,Hydrothermal,,,,,
3034,Luanshya,Zambia,,-13.1381,28.3908,Copper,Hydrothermal,,,,,
3035,Malundwe,Zambia,,-12.2333,25.8167,Copper,Hydrothermal,,,,,
3036,Baluba,Zambia,,-13,28.16667,"Copper, Cobalt",Hydrothermal,,,,,
3037,Bancroft,Zambia,,-12.33333,27.75,"Copper, Cobalt",Hydrothermal,,,,,
3038,Chibuluma,Zambia,,-12.8283,28.1056,"Copper, Cobalt",Hydrothermal,,,,,
3039,Nchanga,Zambia,,-12.53333,27.85,"Copper, Cobalt",Hydrothermal,,,,,
3040,Nkana (Mindola),Zambia,,-12.83333,28.2,"Copper, Cobalt",Hydrothermal,,,,,
3041,Mkushi,Zambia,,-13.48,29.45,"Copper, Gold",Hydrothermal,,,,,
3042,"Mtuga (Coloquo, Kolokwo, Munshiwemba)",Zambia,,-13.95,29.12,"Copper, Gold",Hydrothermal,,,,,
3043,"Allies (Allies 2, Sisengo, Changwe)",Zambia,,-15.27,28.65,"Copper, Iron",Hydrothermal,,,,,
3044,Chongwe,Zambia,,-15.21,28.42,"Copper, Silver",Hydrothermal,,,,,
3045,Mufulira,Zambia,,-12.5,28,"Copper, Silver, Gold",Hydrothermal,,,,,
3046,Aries,Zambia,,-13.4,29.28,"Gem (aquamarine, amethyst)",Igneous,,,,,
3047,Miku,Zambia,,-13.13,28.32,Gem (emerald),Igneous,,,,,
3048,Dunrobin,Zambia,,-14.59,27.04,"Gold, Silver, Copper",Hydrothermal,,,,,
3049,Matala,Zambia,,-15,27.0167,"Gold, Silver, Copper",Hydrothermal,,,,,
3050,Chongwe East,Zambia,,-15.35,28.7,Iron,Hydrothermal,,,,,
3051,Pamba,Zambia,,-15.18,27.48,Iron,Sedimentary,,,,,
3052,Shimyoka (Shimwyoka),Zambia,,-15.48,27.32,Iron,Sedimentary,,,,,
3053,Kampumba,Zambia,,-14.4,28.55,"Iron, Manganese",Sedimentary,,,,,
3054,Kabwe,Zambia,,-14.4833,28.4167,"Lead, Zinc, Silver",Hydrothermal,,,,,
3055,Broken Hill,Zambia,,-14.45,28.43333,"Lead, Zinc, Vanadium, Silver",Hydrothermal,,,,,
3056,Chiwefwe,Zambia,,-13.38,29.27,"Manganese, Iron",Sedimentary,,,,,
3057,Nampundwe,Zambia,,-15.3,27.55,"Sulfur, Copper",Hydrothermal,,,,,
3058,Boss,Zimbabwe,,-20.125,30.4917,Asbestos,Metamorphic,,,,,
3059,Gaths,Zimbabwe,,-20.0333,30.5333,Asbestos,Metamorphic,,,,,
3060,King,Zimbabwe,,-20.0833,30.5333,Asbestos,Metamorphic,,,,,
3061,Kudu,Zimbabwe,,-20.3,28.9667,Asbestos,Metamorphic,,,,,
3062,Mashaba,Zimbabwe,,-20.02,30.29,Asbestos,Metamorphic,,,,,
3063,Shabanie (Nil Desperandum),Zimbabwe,,-20.2,30.01667,Asbestos,Metamorphic,,,,,
3064,Temeraire,Zimbabwe,,-20.0417,30.5222,Asbestos,Metamorphic,,,,,
3065,Bat Claims (Ngezi Cooperative),Zimbabwe,,-18.7833,30.3167,Chromium,Igneous,,,,,
3066,Bee,Zimbabwe,,-17.85,29.88333,Chromium,Igneous,,,,,
3067,Caesar,Zimbabwe,,-17.5,30.71667,Chromium,Igneous,,,,,
3068,Cambrai,Zimbabwe,,-19.33333,30.16667,Chromium,Igneous,,,,,
3069,Central Midlands,Zimbabwe,,-19.1667,30.2167,Chromium,Igneous,,,,,
3070,Crown Divide North,Zimbabwe,,-17.4833,30.6167,Chromium,Igneous,,,,,
3071,Divide (Francis),Zimbabwe,,-17.6833,30.5833,Chromium,Igneous,,,,,
3072,Glenapp,Zimbabwe,,-17,30.75,Chromium,Igneous,,,,,
3073,Great Dyke,Zimbabwe,,-17.85,29.88333,Chromium,Igneous,,,,,
3074,Greenvale,Zimbabwe,,-17.5333,30.6083,Chromium,Igneous,,,,,
3075,Impinge,Zimbabwe,,-16.9,30.8333,Chromium,Igneous,,,,,
3076,Inyala,Zimbabwe,,-21,30.125,Chromium,Igneous,,,,,
3077,Iron Sides,Zimbabwe,,-19.6731,30.0075,Chromium,Igneous,,,,,
3078,Iron Ton,Zimbabwe,,-19.6806,30.0022,Chromium,Igneous,,,,,
3079,Lalapanzi,Zimbabwe,,-19.3167,30.1833,Chromium,Igneous,,,,,
3080,Magazine Hill,Zimbabwe,,-19.6817,30.0058,Chromium,Igneous,,,,,
3081,Magundi,Zimbabwe,,-17.55,30.5583,Chromium,Igneous,,,,,
3082,Maryland,Zimbabwe,,-17.6167,30.5417,Chromium,Igneous,,,,,
3083,Mcgowan,Zimbabwe,,-17.75,30.55,Chromium,Igneous,,,,,
3084,"Mdindi (Mapanzuri, Chrome Hill)",Zimbabwe,,-19.5083,30.1083,Chromium,Igneous,,,,,
3085,Netherburn,Zimbabwe,,-19.2833,30.1667,Chromium,Igneous,,,,,
3086,Noro (Hay),Zimbabwe,,-17.05,30.75,Chromium,Igneous,,,,,
3087,Ore Recovery Tribute,Zimbabwe,,-17.3167,30.6167,Chromium,Igneous,,,,,
3088,Pons,Zimbabwe,,-19.95,29.975,Chromium,Igneous,,,,,
3089,Railway Block,Zimbabwe,,-19.6583,29.9889,Chromium,Igneous,,,,,
3090,Rhodesia,Zimbabwe,,-20.5,30,Chromium,Igneous,,,,,
3091,"Rose (Seymore, Makamisa)",Zimbabwe,,-19.7833,30.0417,Chromium,Igneous,,,,,
3092,Rutala,Zimbabwe,,-18.4,30.4417,Chromium,Igneous,,,,,
3093,Selukwe Peak,Zimbabwe,,-19.7222,30.0122,Chromium,Igneous,,,,,
3094,Shurugwi Peak,Zimbabwe,,-19.7222,30.0122,Chromium,Igneous,,,,,
3095,Spot,Zimbabwe,,-20,29.9333,Chromium,Igneous,,,,,
3096,Sutton (Rodcamp),Zimbabwe,,-17.4167,30.5833,Chromium,Igneous,,,,,
3097,Umsweswe (Bee),Zimbabwe,,-18.6667,30.3667,Chromium,Igneous,,,,,
3098,Umvukwes Section,Zimbabwe,,-17.1667,30.7,Chromium,Igneous,,,,,
3099,Valley Chrome,Zimbabwe,,-19.525,30.0736,Chromium,Igneous,,,,,
3100,Vanad (Rhod African Chrom),Zimbabwe,,-17.0833,30.7167,Chromium,Igneous,,,,,
3101,Windsor,Zimbabwe,,-17.8,30.75,Chromium,Igneous,,,,,
3102,York,Zimbabwe,,-19.0167,30.2833,Chromium,Igneous,,,,,
3103,Ngezi (Bee),Zimbabwe,,-18.75,30.3292,"Chromium, Nickel, PGE, Gold",Igneous,,,,,
3104,Alaska,Zimbabwe,,-17.24,30.01,Copper,Hydrothermal,,,,,
3105,Inyati,Zimbabwe,,-18.22,32.23,Copper,Hydrothermal,,,,,
3106,Norah,Zimbabwe,,-16.65,29.91667,Copper,Hydrothermal,,,,,
3107,Sanyati,Zimbabwe,,-16.7,28.16,Copper,Hydrothermal,,,,,
3108,"Shackelton (Avondale, Angwa (Cu), Alaska)",Zimbabwe,,-17,29.91667,"Copper, Silver",Hydrothermal,,,,,
3109,Mangula,Zimbabwe,,-16.8833,30.1625,"Copper, Silver, Gold",Hydrothermal,,,,,
3110,River Ranch,Zimbabwe,,-22.11,29.9,Diamond,Igneous,,,,,
3111,"Bell, (Riverlea)",Zimbabwe,,-18.9417,29.725,Gold,Hydrothermal,,,,,
3112,Blanket,Zimbabwe,,-20.8333,28.5769,Gold,Hydrothermal,,,,,
3113,"Commoner (Welcome Back, Colombina)",Zimbabwe,,-18.425,29.4417,Gold,Hydrothermal,,,,,
3114,"Dalny (Colne, Pixie)",Zimbabwe,,-18.0556,29.8458,Gold,Hydrothermal,,,,,
3115,"Dawn (Queens Group, Barberton, Czarina, Queen's Mine)",Zimbabwe,,-19.7958,28.7542,Gold,Hydrothermal,,,,,
3116,Eiffel Flats (Eiffel Blue),Zimbabwe,,-18.3056,29.9306,Gold,Hydrothermal,,,,,
3117,Elvington (Lone Star),Zimbabwe,,-18.8472,29.7375,Gold,Hydrothermal,,,,,
3118,Felixburg Gold Belt,Zimbabwe,,-19.4333,30.8333,Gold,Unclassified,,,,,
3119,Freda Rebecca,Zimbabwe,,-17.3147,31.3461,Gold,Hydrothermal,,,,,
3120,Gaika (Robin Hood),Zimbabwe,,-18.9444,29.8,Gold,Hydrothermal,,,,,
3121,Globe and Phoenix,Zimbabwe,,-18.925,29.7917,Gold,Hydrothermal,,,,,
3122,"Indarama (Futi, Broomstock)",Zimbabwe,,-18.9333,29.8167,Gold,Hydrothermal,,,,,
3123,Isabella (Calcite 1),Zimbabwe,,-19.65,28.9,Gold,Hydrothermal,,,,,
3124,Kanyemba (Electra),Zimbabwe,,-18.475,29.7333,Gold,Hydrothermal,,,,,
3125,Long John,Zimbabwe,,-20.9667,29.0667,Gold,Hydrothermal,,,,,
3126,Marvel,Zimbabwe,,-20.5167,29.4667,Gold,Hydrothermal,,,,,
3127,Old Nic,Zimbabwe,,-20.1853,28.6347,Gold,Hydrothermal,,,,,
