gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
260,Bababudan,India,,13.5,75.8667,Iron,Sedimentary,,,,,"McFaul and others, 2002"
261,Bailadila,India,,18.7,81.4667,Iron,Sedimentary,,,,,"McFaul and others, 2002"
262,Bolani,India,,22.1333,85.3167,Iron,Sedimentary,,,,,"Kamitani and Naito, 1998"
263,Chiknayakanhalli,India,,13.55,76.9,Iron,Sedimentary,,,,,"McFaul and others, 2002"
264,Chitaldrug area,India,,14.4167,76.3,Iron,Sedimentary,,,,,"Kamitani and Naito, 1998"
265,Kiriburu,India,,22.0833,85.2833,Iron,Sedimentary,,,,,"Kamitani and Naito, 1998"
266,Sandur area,India,,14.8,76.75,Iron,Sedimentary,,,,,"McFaul and others, 2002"
267,Sargipalli,India,,22.0333,83.5833,Lead,Sedimentary,,,,,"Roonwall and Wilson, 1998"
268,Dongri-Buuzurg area,India,,21.5833,79.75,Manganese,Sedimentary,,,,,"Geological Survey India, 1974"
269,Sukinda,India,,20.5,84.8333,Nickel-copper-cobalt,Surficial,,,,,"McFaul and others, 2002"
270,Tuesnsang,India,,26.2667,94.75,Nickel-copper-cobalt,Surficial,,,,,"McFaul and others, 2002"
271,Kudiraimozhi,India,,8.6667,78.0833,Rare earth elements- tin,Surficial,,,,,"Harben and Kuzvart, 1996"
272,Chatrapur,India,,19.3,84.95,Titanium-zirconium-REE,Surficial,,,,,"Jackson and Christiansen, 1993"
273,Chavara,India,,9,76.5,Titanium-zirconium-REE,Surficial,,,,,"Jackson and Christiansen, 1993"
274,Manavala Kurichi,India,,8.1667,77.25,Titanium-zirconium-REE,Surficial,,,,,"Geological Survey India, 1974"
275,Nindakara,India,,8.6667,76.5833,Titanium-zirconium-REE,Surficial,,,,,"Geological Survey India, 1974"
276,Vishakhapatnam,India,,17.8333,83.5333,Titanium-zirconium-REE,Surficial,,,,,"Geological Survey India, 1974"
277,Belkappahar,India,,25.7667,73.4333,wollastonite,Metamorphic,,,,,"Pearson, 2000"
278,Dariba-Rajpura,India,,24.9667,74.1333,Zinc-lead,Hydrothermal,,,,,"Roonwal and Wilson, 1998"
279,Rampura-Agucha,India,,25.8333,74.7333,Zinc-lead,Hydrothermal,,,,,"Roonwal and Wilson, 1998"
280,Zawarmala,India,,24.35,73.7333,Zinc-lead,Hydrothermal,,,,,"Raghu and others, 1981"
281,W. Kalimantan,Indonesia,,-1,112,Aluminum,Surficial,,,,,"Rodenburg, 1984"
282,Tombulilato,Indonesia,,0.3667,123.4,Copper-gold,Hydrothermal,,,,,"Singer and others, 2002"
283,Tangse,Indonesia,,5.0333,95.95,Copper-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
284,Batu Hijau,Indonesia,,-8.9653,116.8725,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
285,Grasberg,Indonesia,,-3.8167,137.2333,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
286,Kelian,Indonesia,,-6.1667,106.8333,Gold,Hydrothermal,,,,,"Van Leeuwen and others, 1990"
287,Gagu,Indonesia,,-0.4667,130.8833,Nickel-copper-cobalt,Surficial,,,,,"Van Leeuwen, 1994"
288,Pomalaa,Indonesia,,-4.0667,121.75,Nickel-copper-cobalt,Surficial,,,,,"Carlile and Mitchell, 1994"
289,Soroako,Indonesia,,-2.1333,121.1667,Nickel-copper-cobalt,Surficial,,,,,"Carlile and Mitchell, 1994"
290,Waigeo,Indonesia,,-0.05,129.8667,Nickel-copper-cobalt,Surficial,,,,,"Van Leeuwen, 1994"
291,Hitachi,Japan,,36.6272,140.6039,Copper,Hydrothermal,,,,,"Mariko and Koto, 1994"
292,Makimine,Japan,,32.6239,131.4556,Copper,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
293,Okuki,Japan,,33.5094,132.6531,Copper,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
294,Besshi,Japan,,33.8747,133.3189,Copper-gold-silver,Hydrothermal,,,,,"Watanabe and others, 1998"
295,Osarizawa,Japan,,40.1808,140.7472,Copper-lead-zinc,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
296,Ashio,Japan,,36.6442,139.4208,Copper-zinc-lead-silver,Hydrothermal,,,,,"Omori and others, 1986"
297,Yamagano,Japan,,31.915,130.6236,Gold,Hydrothermal,,,,,"Mining and Materials Processing Institute of Japan, 1989"
298,Hishikari,Japan,,32.005,130.6822,Gold-silver,Hydrothermal,,,,,"Sekine and others, 1998"
299,Konomai,Japan,,44.1333,143.35,Gold-silver,Hydrothermal,,,,,"Mining and Materials Processing Institute of Japan, 1990"
300,Kushikino,Japan,,31.7533,130.3011,Gold-silver,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
301,Sado,Japan,,38.0439,138.2661,Gold-silver,Hydrothermal,,,,,"Mining and Materials Processing Institute of Japan, 1994"
302,Taio,Japan,,33.1236,130.88,Gold-silver,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
303,Takatama,Japan,,37.5075,140.2925,Gold-silver,Hydrothermal,,,,,"Seki, 1993"
304,Kamaishi,Japan,,39.3056,141.7111,Iron-copper,Metamorphic,,,,,"Haruna and others, 1990"
305,Toyoha,Japan,,42.9781,141.0417,Lead-zinc-silver,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
306,Yakumo,Japan,,42.1683,140.1461,Manganese-zinc-lead,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
307,Ryushoden,Japan,,44.3128,143.3236,Mercury,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
308,Yamatosuigin,Japan,,34.4733,135.9775,Mercury,Hydrothermal,,,,,"Kamitani and Naito, 1998"
309,Seikoshi,Japan,,34.9006,138.8242,Silver-gold,Hydrothermal,,,,,"Mining and Materials Processing Institute of Japan, 1994"
310,Ikuno,Japan,,35.1689,134.8256,Silver-gold-copper,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
311,Chichibu,Japan,,36.0172,138.815,Silver-gold-lead,Unclassified,,,,,"Geologic Survey Japan, 1980"
312,Hanaoka-Matsumine,Japan,,40.3067,140.5586,Zinc-copper-lead-silver,Hydrothermal,,,,,"Nakajima, 1989"
313,Hanawa,Japan,,40.18,140.8725,Zinc-copper-lead-silver,Hydrothermal,,,,,"Nakajima, 1989"
314,Shakanai,Japan,,40.3167,140.5561,Zinc-copper-lead- silver,Hydrothermal,,,,,"Nakajima, 1989"
315,Hosokura,Japan,,38.8058,140.9006,Zinc-lead-copper,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
316,Kosaka,Japan,,40.3461,140.7656,Zinc-lead-copper,Hydrothermal,,,,,"Nakajima, 1989"
317,Hanaoka-Fukasawa,Japan,,40.2861,140.6694,Zinc-lead-copper-silver,Hydrothermal,,,,,"Geologic Survey Japan, 1980"
318,Kamioka Tochibora,Japan,,36.3517,137.3167,Zinc-lead-silver,Metamorphic,,,,,"Geologic Survey Japan, 1980"
319,Nakatatsu,Japan,,35.8714,136.5761,Zinc-lead-silver,Metamorphic,,,,,"Murao and others, 1991"
320,Geumdeogsan,Korean Peninsula,,39.7,125.95,Iron,Metamorphic,,,,,"Kamitani and Naito, 1998"
321,Jaeryeong,Korean Peninsula,,38.4,125.6667,Iron,Metamorphic,,,,,"Kamitani and Naito, 1998"
322,Musan,Korean Peninsula,,42.1667,129.1667,Iron,Metamorphic,,,,,"Kamitani and Naito, 1998"
323,Dongnam,Korean Peninsula,,37.2778,128.7917,Iron-molybdenum,Metamorphic,,,,,"Seo and others, 1983"
324,Hongcheon-Jaun,Korean Peninsula,,37.8583,128.0167,Iron-strontium,Igneous,,,,,"Park and Hwang, 1995"
325,Wando,Korean Peninsula,,34.35,126.6833,Pyrophyllite,Hydrothermal,,,,,"O'Driscoll, 1993"
326,Samgoe-Soryong,Korean Peninsula,,36.2167,127.4333,Uranium,Sedimentary,,,,,"Koo and others, 1977"
327,Ban Namtang,Laos,,15.15,106,Aluminum,Surficial,,,,,"ESCAP, 1990b"
328,Savannakhet,Laos,,16.5,105.1833,Gypsum-halite-potassium,Sedimentary,,,,,"ESCAP, 1990b"
329,Pha Lek,Laos,,19.017,103,Iron,Metamorphic,,,,,"ESCAP, 1990b"
330,Phu Nhouan,Laos,,19.4,103,Iron,Metamorphic,,,,,"ESCAP, 1990b"
331,Vientiane Plain,Laos,,18,102,Potash,Sedimentary,,,,,"ESCAP, 1990b"
332,Ban Houei Sai,Laos,,20.35,100.3833,Sapphire,Gemstone,,,,,"ESCAP, 1990b"
333,Nam Pathene Valley,Laos,,17.9333,104.6167,Tin,Surficial,,,,,"ESCAP, 1990b"
334,Mamut,Malaysia,,6.0333,116.4667,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
335,Bukit/Sungai,Malaysia,,3.8833,103.0667,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
336,Kinta Valley,Malaysia,,4.3,101,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
337,Pahang/Selangor,Malaysia,,3.8333,101.6667,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
338,Beltesin gol,Mongolia,,50.45,99.35,Aluminum,Igneous,,,,,"ESCAP, 1999b"
339,Duchin gol,Mongolia,,50.3667,99.6167,Aluminum,Igneous,,,,,"Ariunbileg and others, 2003"
340,Borts Uul,Mongolia,,49.3167,93.95,Copper,Hydrothermal,,,,,"Ariunbileg and others, 2003"
341,Oyu Tolgoi,Mongolia,,43.0028,106.8583,Copper,Hydrothermal,,,,,"Ariunbileg and others, 2003"
342,Oyut tolgoi 2,Mongolia,,49.2667,95.9667,Copper,Igneous,,,,,"Ariunbileg and others, 2003"
343,Khokhbulgiin khondii,Mongolia,,46.4833,99.6,Copper-gold,Metamorphic,,,,,"Watanabe and others, 1999"
344,Avdartolgoi,Mongolia,,49.6708,114.8444,Copper-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
345,Erdenet,Mongolia,,49.0172,104.1192,Copper-molybdenum,Hydrothermal,,,,,"ESCAP, 1999b"
346,Erdenetiin Ovoo,Mongolia,,49,104.1333,Copper-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
347,Tsagaan Suvarga,Mongolia,,43.8722,108.3333,Copper-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
348,Berkh 1,Mongolia,,47.775,111.1708,Fluorite,Hydrothermal,,,,,"Ariunbileg and others, 2003"
349,Bor Undur,Mongolia,,46.2333,109.4333,fluorite,Hydrothermal,,,,,"ESCAP, 1999b"
350,Bor-Undur,Mongolia,,46.2639,109.4361,fluorite,Hydrothermal,,,,,"Jargalsaihan and others, 1996"
351,Khajuu Ulaan,Mongolia,,46.2667,109.8667,Fluorite,Unclassified,,,,,"ESCAP, 1999b"
352,Urgen 2,Mongolia,,44.7014,110.7347,Fluorite,Sedimentary,,,,,"Kleiner and others, 1977"
353,Boroo,Mongolia,,48.75,106.15,Gold,Igneous,,,,,"Ariunbileg and others, 2003"
354,Bumbat,Mongolia,,48.2833,104.5167,Gold,Hydrothermal,,,,,"ESCAP, 1999b"
355,Tolgoit,Mongolia,,49.4667,107.3667,Gold,Surficial,,,,,"ESCAP, 1999b"
356,Tsagaantsakhir Uul,Mongolia,,46.0861,100.05,Gold,Igneous,,,,,"Ariunbileg and others, 2003"
357,Bayan Uul,Mongolia,,48.8528,115.6278,Gold-silver-lead,Igneous,,,,,"Ariunbileg and others, 2003"
358,Baruun Tserd,Mongolia,,50.4167,91.7167,Gypsum,Sedimentary,,,,,"Ganbaatar, 1999"
359,Davst uul,Mongolia,,50.3333,93.3333,Halite,Sedimentary,,,,,"Ariunbileg and others, 2003"
360,Sangiyn Dalay,Mongolia,,48.6333,92.9333,Halite,Sedimentary,,,,,"ESCAP, 1999b"
361,Bayan Gol,Mongolia,,49.6,107.0167,Iron,Metamorphic,,,,,"ESCAP, 1999b"
362,Tumurtei,Mongolia,,49.6833,107.25,Iron,Metamorphic,,,,,"ESCAP, 1999b"
363,Bagatsagaan gol,Mongolia,,50.6833,100.0833,Manganese,Igneous,,,,,"Ariunbileg and others, 2003"
364,Saihangol,Mongolia,,50.8667,100.1333,Manganese,Igneous,,,,,"Ariunbileg and others, 2003"
365,Aryn nuur,Mongolia,,47.2167,113.95,Molybdenum,Hydrothermal,,,,,"Ariunbileg and others, 2003"
366,Khalzanburegtei,Mongolia,,48.3667,91.9333,Niobium-zirconium,Metamorphic,,,,,"Ariunbileg and others, 2003"
367,Burenhan,Mongolia,,49.8,99.95,Phosphorous,Sedimentary,,,,,"Byamba, 1996"
368,Hubsgul Basin,Mongolia,,50.6833,100.1667,Phosphorous,Unclassified,,,,,"ESCAP, 1999b"
369,Hubsugul,Mongolia,,50.6833,100.1667,Phosphorous,Sedimentary,,,,,"Ilin, 1973"
370,Tsagaan Nuur,Mongolia,,51.2333,99.3833,Phosphorous,Sedimentary,,,,,"Ilin, 1973"
371,Uhagol,Mongolia,,51.7,100.0333,Phosphorous,Sedimentary,,,,,"Ilin, 1973"
372,Lugin Gol,Mongolia,,42.95,108.5667,Rare earth elements,Igneous,,,,,"ESCAP, 1999b"
373,Mushgai hudag,Mongolia,,44.4,104.05,Rare earth elements,Igneous,,,,,"Munkhtsengel and Iizumi, 1999"
374,Mushgai Khudag,Mongolia,,44.3333,104,Rare earth elements,Igneous,,,,,"ESCAP, 1999b"
375,Mongon Ondor,Mongolia,,47.8333,110.1833,Silver,Hydrothermal,,,,,"Ariunbileg and others, 2003"
376,Asgat,Mongolia,,49.8722,89.6417,Silver-antimony,Hydrothermal,,,,,"Ariunbileg and others, 2003"
377,Tolbo nuur,Mongolia,,48.5861,90.2583,Silver-antimony,Hydrothermal,,,,,"Ariunbileg and others, 2003"
378,Dulaan khar uul,Mongolia,,49.3167,90.4333,Silver-gold-lead,Hydrothermal,,,,,"Ariunbileg and others, 2003"
379,Altanboom,Mongolia,,50.3333,98.5,Tantalum,Metamorphic,,,,,"Jargalsaihan and others, 1996"
380,Ondortsagan,Mongolia,,47.8667,110.1667,Tungsten-molybdenum,Igneous,,,,,"Ariunbileg and others, 2003"
381,Tsagaan dabaa,Mongolia,,48.1833,106.0667,Tungsten-molybdenum,Igneous,,,,,"Ariunbileg and others, 2003"
382,Nars,Mongolia,,44.9167,113.55,Uranium,Sedimentary,,,,,"Ochirbat, 1999"
383,Hitagiin gol,Mongolia,,49.8167,99.8333,Vanadium,Sedimentary,,,,,"Ariunbileg and others, 2003"
384,Tsagaan Tsav,Mongolia,,45.65,91.2333,Zeolite,Unclassified,,,,,"ESCAP, 1999b"
385,Tsagaantsav,Mongolia,,44.6333,109.75,Zeolite,Igneous,,,,,"Ariunbileg and others, 2003"
386,Ulaan,Mongolia,,49.05,114.0833,Zinc-lead-silver,Unclassified,,,,,"ESCAP, 1999b"
387,Mungon-Ondur,Mongolia,,47.85,110.1833,Zinc-lead-tin-silver,Igneous,,,,,"Ariunbileg and others, 2003"
388,Ulaantolgoi,Mongolia,,49.4667,93.0333,Zirconium-tantalum-REE,Igneous,,,,,"Ariunbileg and others, 2003"
389,Kharidhunga,Nepal,,27.6333,85.9417,Magnesite-talc,Unclassified,,,,,"ESCAP, 1993b"
390,Kouaoua,New Caledonia,,-21.4,165.75,Nickel-copper-cobalt,Surficial,,,,,"Dixon, 1979"
391,Moneo,New Caledonia,,-21.15,165.4833,Nickel-copper-cobalt,Surficial,,,,,"Dixon, 1979"
392,Poro district,New Caledonia,,-21.3167,165.7,Nickel-copper-cobalt,Surficial,,,,,"Dixon, 1979"
393,Thio district,New Caledonia,,-21.6167,166.1667,Nickel-copper-cobalt,Surficial,,,,,"Dixon, 1979"
394,Reefton,New Zealand,,-42.0833,171.85,Gold,Hydrothermal,,,,,"Williams, 1974"
395,Waihi,New Zealand,,-37.3889,175.8461,Gold,Hydrothermal,,,,,"Williams, 1974"
396,Otago,New Zealand,,-45.3833,170.4333,Gold-tungsten,Surficial,,,,,"Williams, 1974"
397,Waikato,New Zealand,,-37.3527,174.7315,Iron-tantalum,Surficial,,,,,"ESCAP, 1988a"
398,Cobb Valley,New Zealand,,-41.0965,172.683,Magnesite,Igneous,,,,,"ESCAP, 1988b"
399,Parengarenga,New Zealand,,-31.5283,172.9587,Silica sand,Surficial,,,,,"ESCAP, 1988b"
400,Barrytown,New Zealand,,-42.208,171.3167,Titanium-zirconium-REE,Surficial,,,,,"McPherson, 1978"
401,Westport,New Zealand,,-41.7833,171.55,Titanium-zirconium-REE,Surficial,,,,,"McPherson, 1978"
402,Khuzdar,Pakistan,,26.7667,66.5167,Barite-lead-zinc,Sedimentary,,,,,"Grundstofftechnik, 1992"
403,Bunap area,Pakistan,,28.8,64.95,Chromium,Igneous,,,,,"Grundstofftechnik, 1992"
404,Sonaro,Pakistan,,26.3583,66.4861,Chromium,Igneous,,,,,"Grundstofftechnik, 1992"
405,Sakhakot-Qila Ophio,Pakistan,,34.4667,71.9,Chromium-platinum,Igneous,,,,,"Grundstofftechnik, 1992"
406,Reko Diq,Pakistan,,29.1333,62.0333,Copper-gold,Hydrothermal,,,,,"Singer and others, 2002"
407,Dash-e-Kain,Pakistan,,29.5544,64.5042,Copper-gold-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
408,Saindak,Pakistan,,29.2708,61.6056,Copper-gold-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
409,Swat Emerald Mine,Pakistan,,34.75,72.3333,Emerald,Gemstone,,,,,"Kazmi and others, 1986"
410,Jatta Salt Mines,Pakistan,,33.3333,71.3333,Halite,Sedimentary,,,,,"Lee, 1980"
411,Khewra Salt Mines,Pakistan,,32.65,73.0167,Halite,Sedimentary,,,,,"Lee, 1980"
412,Kalabagh,Pakistan,,32.9667,71.5667,Halite-potassium,Sedimentary,,,,,"Lee, 1980"
413,Warcha Salt Mine,Pakistan,,32.6,72.75,Halite-potassium,Sedimentary,,,,,"Lee, 1980"
414,Pachin Koh,Pakistan,,29.1944,62.9139,Iron,Unclassified,,,,,"Grundstofftechnik, 1992"
415,Gunga,Pakistan,,27.7417,66.5333,Lead-zinc-barite,Hydrothermal,,,,,"Grundstofftechnik, 1992"
416,Loe Shilman,Pakistan,,34.2208,71.1411,Phosphorous,Sedimentary,,,,,"Pell, 1996"
417,Hunza Valley area,Pakistan,,36.275,75.5917,Ruby-spinel-sapphire,Gemstone,,,,,"Grundstofftechnik, 1992"
418,Duddar,Pakistan,,26.0972,66.8272,Zinc-lead-silver,Hydrothermal,,,,,"McFaul and others, 2002"
419,Bougainville,Papua New Guinea,,-6.3167,155.5,Copper-molybdenum,Hydrothermal,,,,,"Singer and others, 2002"
420,Ok Tedi,Papua New Guinea,,-5.2,141.1333,Copper-molybdenum-gold,Hydrothermal,,,,,"Singer and others, 2002"
421,Frieda River,Papua New Guinea,,-4.7,141.7833,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
422,Yandera,Papua New Guinea,,-5.75,145.1667,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
423,Porgera/Waruwari,Papua New Guinea,,-5.4667,143.0833,Gold-silver,Hydrothermal,,,,,"Kamitani and Naito, 1998"
424,Acoje,Philippines,,15.9667,119.9333,Chromium,Igneous,,,,,"Bureau of Mines and Geosciences, 1986"
425,Coto/Masinloc,Philippines,,15.7667,119.9333,Chromium,Igneous,,,,,"Bureau of Mines and Geosciences, 1986"
426,San Fabian,Philippines,,16.3833,120.9833,Copper-gold,Hydrothermal,,,,,"Singer and others, 2002"
427,Tampakan,Philippines,,6.47,125.0667,Copper-gold,Hydrothermal,,,,,"Singer and others, 2002"
428,Atlas,Philippines,,10.3667,123.8333,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
429,Basay,Philippines,,9.5667,122.6333,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
430,Hinobaan,Philippines,,9.75,122.5667,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
431,Kingking,Philippines,,7.1667,125.9917,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
432,Mankayan,Philippines,,16.8583,120.7833,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
433,Marcopper,Philippines,,13.45,122.0833,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
434,Santo Ni,Philippines,,16.4903,120.6556,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
435,Santo Tomas II,Philippines,,16.2556,120.625,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
436,Sipalay,Philippines,,9.8167,122.45,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
437,Taysan,Philippines,,13.8,121.1333,Copper-silver-gold,Hydrothermal,,,,,"Singer and others, 2002"
438,Bagacay,Philippines,,11.8,125.2667,Copper-sulfur,Hydrothermal,,,,,"Hutchison and Taylor, 1978"
439,Lepanto,Philippines,,16.85,120.7528,Gold-copper,Hydrothermal,,,,,"Mitchell and Leach, 1991"
440,Baguio,Philippines,,16.4236,120.6417,Gold-silver,Hydrothermal,,,,,"Mitchell and Leach, 1991"
441,Nonoc I,Philippines,,10.2,125.6333,Nickel-copper-cobalt,Surficial,,,,,"Bureau of Mines and Geosciences, 1986"
442,Rio Tuba,Philippines,,8.7,117.3333,Nickel-copper-cobalt,Surficial,,,,,"Bureau of Mines and Geosciences, 1986"
443,Elahera,Sri Lanka,,7.7833,80.7833,Gem,Gemstone,,,,,"ESCAP, 1989"
444,Okkampitiya,Sri Lanka,,6.7833,81.2667,Gem,Gemstone,,,,,"ESCAP, 1989"
445,Ratnapura,Sri Lanka,,6.5,80.4167,Gem,Gemstone,,,,,"ESCAP, 1989"
446,Eppawella,Sri Lanka,,8.1667,80.6667,Phosphorous,Igneous,,,,,"Jayawardena, 1998"
447,Pulmoddai,Sri Lanka,,8.95,80.95,Titanium-zirconium-REE,Surficial,,,,,"ESCAP, 1989"
448,Khon Kaen,Thailand,,16.3333,102.8667,Halite-potassium,Sedimentary,,,,,"ESCAP, 2001"
449,Non Sung,Thailand,,15.5,101.75,Halite-potassium,Sedimentary,,,,,"ESCAP, 2001"
450,Udon Thani- North,Thailand,,17.5,103.0833,Halite-potassium,Sedimentary,,,,,"ESCAP, 2001"
451,Udon Thani- South,Thailand,,17.3333,102.6667,Halite-potassium,Sedimentary,,,,,"ESCAP, 2001"
452,Udon Thani,Thailand,,17.4167,102.75,Potash,Sedimentary,,,,,"ESCAP, 2001"
453,Kamchanaburi,Thailand,,14.3333,99.5,Sapphire,Gemstone,,,,,"ESCAP, 2001"
454,Nakhon Si Thammarat,Thailand,,9.05,99.8,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
455,"Phuket Area, Offsh",Thailand,,7.9167,98.25,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
456,Ranong Area,Thailand,,9.85,98.6333,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
457,Takua Pa/Phang Nga,Thailand,,8.8333,98.2833,Tin,Surficial,,,,,"Kamitani and Naito, 1998"
458,Mae Sod/Padaeng,Thailand,,16.6833,98.7167,Zinc,Hydrothermal,,,,,"Hutchison and Taylor, 1978"
459,Sin Quyen,Vietnam,,22.667,104.55,Copper-gold,Unclassified,,,,,"Singer and others, 2002"
460,Thach Khe,Vietnam,,18.3,105.9333,Iron,Metamorphic,,,,,"Kamitani and Naito, 1998"
461,Lao Cai Basin,Vietnam,,22.5,103.95,Phosphorous,Unclassified,,,,,"ESCAP, 1990a"
462,Vientiane Plain,Vietnam,,18,102.6667,Potassium-gypsum-halite,Sedimentary,,,,,"ESCAP, 1990a"
463,Nam Xe,Vietnam,,22.4833,103.5,Rare earth elements,Unclassified,,,,,"ESCAP, 1990a"
464,Cat Khanh,Vietnam,,13.5,105.2,Titanium-zirconium-REE,Surficial,,,,,"ESCAP, 1990a"
465,Ke Sung,Vietnam,,16.5,107.5833,Titanium-zirconium-REE,Surficial,,,,,"ESCAP, 1990a"
466,Mi Tho,Vietnam,,13.75,109.25,Titanium-zirconium-REE,Surficial,,,,,"ESCAP, 1990a"
467,Vinh Mi (Vinh My),Vietnam,,16.3333,107.75,Titanium-zirconium-REE,Surficial,,,,,"ESCAP, 1990a"
468,Spor Mountain,United States,Utah,39.707,-113.217,beryllium,Hydrothermal,Epithermal beryllium deposit,na,no model,,Harben and Kuè?vart (1996)
469,Kennecott,United States,Alaska,61.528,-142.84,copper,Hydrothermal,Copper sulfide mineral deposit associated with carbonate sedimentary rocks,unassigned,Kennecott Cu,,U.S. Geological Survey National Mineral Resource Assessment Team (2000); Kirkham (1996)
470,Allouez,United States,Michigan,47.289,-88.404,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
471,Baltic,United States,Michigan,47.065,-88.634,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
472,Calumet - Hecla,United States,Michigan,47.246,-88.45,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
473,Kearsarge,United States,Michigan,47.278,-88.418,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
474,Kingston Conglomerate,United States,Michigan,47.291,-88.385,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Long and others (1998)
475,Osceola,United States,Michigan,47.225,-88.459,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
476,Pewabic,United States,Michigan,47.133,-88.567,copper,Hydrothermal,Native copper deposits associated with basalt flows,23,Basaltic Cu,,Kirkham (1996)
477,Bond Creek - Orange Hill,United States,Alaska,62.2,-142.767,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Mutschler and others (1999)
478,Glacier Peak,United States,Washington,48.198,-120.979,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002); Long and others (1998)
479,Lakeshore (Cyprus Casa Grande; Cyprus Tohono),United States,Arizona,32.52,-111.88,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002); Long and others (1998)
480,Miami East,United States,Arizona,33.42,-110.74,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Long and others (1998)
481,Poston Butte (Florence),United States,Arizona,33.117,-111.417,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002); Long and others (1998)
482,Red Mountain,United States,Arizona,31.49,-110.72,copper,Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002)
